userId,movieId,rating
10815242,7502,4.0
10815242,318,4.0
10815242,858,4.0
10815242,608,4.0
10815242,899,4.0
17729060,318,4.0
17729060,31410,4.0
17729060,7502,4.0
17729060,858,4.0
17729060,1221,3.5
4255187,7502,4.5
4255187,50,4.5
4255187,27611,4.5
4255187,318,4.5
4255187,6993,4.5
8613072,7502,4.5
8613072,27611,4.5
8613072,296,4.5
8613072,1198,4.5
8613072,1221,4.5
10941605,7502,4.5
10941605,318,4.5
10941605,27611,4.0
10941605,1221,4.0
10941605,912,4.0
16308961,7502,4.5
16308961,318,4.5
16308961,1221,4.5
16308961,7099,4.5
16308961,608,4.5
15566807,7502,5.0
15566807,27611,5.0
15566807,1221,5.0
15566807,4226,5.0
15566807,608,5.0
834793,912,4.5
834793,7502,4.5
834793,27611,4.5
834793,318,4.5
834793,6993,4.0
5026453,318,5.0
5026453,7502,5.0
5026453,912,5.0
5026453,27611,5.0
5026453,1221,4.5
11114297,7502,4.5
11114297,27611,4.5
11114297,1221,4.5
11114297,912,4.5
11114297,318,4.5
10702758,318,3.5
10702758,858,3.5
10702758,296,3.5
10702758,60069,3.5
10702758,1221,3.5
7737341,7502,4.5
7737341,1221,4.5
7737341,27611,4.5
7737341,899,4.5
7737341,296,4.5
3276293,4226,4.0
3276293,27611,4.0
3276293,2571,4.0
3276293,7502,4.0
3276293,356,4.0
3095671,7502,4.5
3095671,608,4.5
3095671,1221,4.0
3095671,912,4.0
3095671,913,4.0
17288908,7502,5.0
17288908,27611,5.0
17288908,4226,5.0
17288908,50,5.0
17288908,4993,5.0
8470403,858,4.5
8470403,318,4.5
8470403,296,4.5
8470403,2324,4.5
8470403,27611,4.5
19890205,50,4.0
19890205,6993,4.0
19890205,7502,4.0
19890205,318,4.0
19890205,27611,4.0
17530434,7502,4.5
17530434,27611,4.5
17530434,912,4.5
17530434,318,4.5
17530434,608,4.5
6270484,7502,4.5
6270484,858,4.5
6270484,318,4.5
6270484,908,4.5
6270484,296,4.5
516,858,4.5
516,7502,4.5
516,1198,4.5
516,318,4.5
516,1221,4.5
6166161,296,5.0
6166161,27611,5.0
6166161,4973,5.0
6166161,858,5.0
6166161,1221,5.0
2301347,27611,4.0
2301347,50,4.0
2301347,1201,4.0
2301347,7502,4.0
2301347,318,4.0
3790351,858,5.0
3790351,7502,5.0
3790351,318,5.0
3790351,912,5.0
3790351,1198,5.0
8198943,7502,4.5
8198943,27611,4.5
8198943,912,4.5
8198943,318,4.5
8198943,608,4.5
8295317,7502,4.5
8295317,318,4.5
8295317,27611,4.5
8295317,31410,4.5
8295317,1221,4.5
383996,7502,4.5
383996,27611,4.5
383996,608,4.5
383996,4226,4.5
383996,1221,4.5
6688345,27611,4.5
6688345,7502,4.5
6688345,296,4.5
6688345,858,4.5
6688345,50,4.5
14881629,7502,4.5
14881629,27611,4.5
14881629,318,4.5
14881629,4226,4.5
14881629,912,4.5
18011290,858,4.5
18011290,318,4.0
18011290,7502,4.0
18011290,296,4.0
18011290,27611,4.0
7097974,7502,4.0
7097974,51255,4.0
7097974,912,4.0
7097974,55071,4.0
7097974,913,4.0
3928234,858,4.5
3928234,7502,4.5
3928234,1198,4.5
3928234,27611,4.5
3928234,7153,4.5
6742962,7502,4.5
6742962,27611,4.5
6742962,912,4.5
6742962,1200,4.5
6742962,608,4.5
3209781,7502,5.0
3209781,318,5.0
3209781,27611,5.0
3209781,31410,5.0
3209781,50,5.0
19233941,7502,4.5
19233941,318,4.5
19233941,1221,4.5
19233941,27611,4.5
19233941,912,4.5
1676483,7502,4.5
1676483,858,4.5
1676483,1221,4.5
1676483,27611,4.5
1676483,318,4.5
16619875,318,4.5
16619875,2959,4.5
16619875,7502,4.5
16619875,1221,4.5
16619875,608,4.5
903127,7502,4.5
903127,318,4.5
903127,27611,4.5
903127,912,4.5
903127,1221,4.5
17245525,858,5.0
17245525,7502,5.0
17245525,27611,5.0
17245525,1198,5.0
17245525,296,5.0
7569560,7502,4.5
7569560,599,4.5
7569560,6777,4.5
7569560,55071,4.5
7569560,8012,4.5
909736,7099,4.5
909736,318,4.5
909736,7502,4.5
909736,1221,4.0
909736,1136,4.0
19274378,7502,5.0
19274378,318,4.5
19274378,1221,4.5
19274378,608,4.5
19274378,858,4.5
9307056,912,5.0
9307056,7123,5.0
9307056,50,5.0
9307056,1193,5.0
9307056,1292,5.0
8304123,7502,4.0
8304123,318,4.0
8304123,912,4.0
8304123,527,4.0
8304123,6993,4.0
2295096,858,5.0
2295096,7502,5.0
2295096,593,5.0
2295096,4973,5.0
2295096,1231,5.0
4529326,296,4.5
4529326,7502,4.5
4529326,27611,4.5
4529326,318,4.5
4529326,1221,4.5
4950224,7502,5.0
4950224,912,5.0
4950224,27611,5.0
4950224,6993,5.0
4950224,1292,5.0
6349372,7502,4.5
6349372,318,4.5
6349372,27611,4.5
6349372,1221,4.5
6349372,858,4.5
17437632,7502,4.5
17437632,318,4.5
17437632,31410,4.5
17437632,27611,4.5
17437632,50,4.5
9533258,27611,4.5
9533258,7502,4.5
9533258,1198,4.5
9533258,912,4.5
9533258,1201,4.5
1319149,858,5.0
1319149,318,5.0
1319149,7502,5.0
1319149,1221,5.0
1319149,296,5.0
9487482,318,4.5
9487482,7502,4.5
9487482,527,4.5
9487482,7099,4.5
9487482,912,4.5
9296376,7502,4.5
9296376,318,4.5
9296376,60069,4.5
9296376,527,4.0
9296376,27611,4.0
16447343,7502,4.5
16447343,858,4.5
16447343,296,4.5
16447343,31410,4.5
