userId,movieId,rating
10815242,7502,4.0
10815242,599,3.5
10815242,6777,3.5
10815242,55071,3.5
10815242,8012,3.5
17729060,7502,4.0
17729060,599,3.5
17729060,7502,4.0
17729060,599,3.5
17729060,6777,3.0
4255187,7502,4.5
4255187,55071,4.5
4255187,599,4.5
4255187,7502,4.5
4255187,599,4.5
8613072,296,4.5
8613072,1198,4.5
8613072,608,4.5
8613072,1136,4.5
8613072,6773,4.5
10941605,7502,4.5
10941605,599,4.0
10941605,55071,4.0
10941605,7502,4.5
10941605,599,4.0
16308961,2858,4.0
16308961,7502,4.5
16308961,599,4.0
16308961,6777,4.0
16308961,55071,4.0
15566807,7502,5.0
15566807,593,4.5
15566807,6016,4.5
15566807,913,4.5
15566807,2329,4.5
834793,2324,4.0
834793,527,4.0
834793,48780,4.0
834793,39292,4.0
834793,7502,4.5
5026453,1201,4.5
5026453,7502,5.0
5026453,599,4.5
5026453,6777,4.5
5026453,55071,4.5
11114297,1198,4.5
11114297,4011,4.5
11114297,50,4.5
11114297,2959,4.5
11114297,593,4.5
10702758,908,3.5
10702758,81845,3.5
10702758,5971,3.0
10702758,4027,3.0
10702758,1207,3.0
7737341,4226,4.5
7737341,7153,4.5
7737341,50,4.5
7737341,1193,4.5
7737341,31410,4.5
3276293,7502,4.0
3276293,599,3.5
3276293,6777,3.5
3276293,55071,3.5
3276293,8012,3.5
3095671,608,4.5
3095671,1221,4.0
3095671,318,4.0
3095671,858,4.0
3095671,4011,4.0
17288908,7502,5.0
17288908,27611,5.0
17288908,4226,5.0
17288908,50,5.0
17288908,4993,5.0
8470403,858,4.5
8470403,318,4.5
8470403,27611,4.5
8470403,7153,4.5
8470403,31658,4.5
19890205,50,4.0
19890205,27611,4.0
19890205,1203,4.0
19890205,2324,4.0
19890205,898,4.0
17530434,7502,4.5
17530434,599,4.0
17530434,6777,4.0
17530434,55071,4.0
17530434,8012,4.0
6270484,318,4.5
6270484,908,4.5
6270484,912,4.5
6270484,899,4.5
6270484,1292,4.5
516,7153,4.5
516,7361,4.5
516,6993,4.5
516,1617,4.5
516,1231,4.5
6166161,296,5.0
6166161,4973,5.0
6166161,858,5.0
6166161,1221,5.0
6166161,31658,4.5
2301347,1228,4.0
2301347,7502,4.0
2301347,599,4.0
2301347,6777,3.5
2301347,55071,4.0
3790351,1198,5.0
3790351,27611,5.0
3790351,296,4.5
